title,number,score,text
제8일의 밤,17577392,10,앵 나만 재밌게봤나 ㅋㅋㅋㅋ 넘 재밌었다;;
체르노빌 1986,17577390,1,상영내내 내가 이걸 왜 보고있냐는 생각을 지울 수 없었다.
어른들은 몰라요,17577391,1,이건 뭐 개연성도 없고.. 비위만 상해서 보다가 끔
컨저링 3: 악마가 시켰다,17577389,10,사실 첨에는 조금 무서웠는데 마지막 즈음에 스토리가 너무 감동적.. 공포영화 보다가 감동받아서 눈물난 적 처음... 공포영화가 아니였어도 내용이 너무 제 스타일입니다!! 재미있게 잘 봤습니다!!!
제8일의 밤,17577388,1,재미없다는 말 밖에 다른 말은 크게 설명이 안되네요.
아이언맨,17577387,10,극장가서 보고 이것은 흥할 주식이다!! 느낌이 딱 왔었더랬지...그리고 그것은 현실이 되었다
콰이어트 플레이스 2,17577386,8,교차편집이 미쳤음. 1보다 나은 2
발신제한,17577385,6,스케일이 작아서 답답하고 산파 ㄴㄴ
크루엘라,17577384,10,그냥 보세요 후회안함 예고편이 다가 아닐까 걱정했는데 절대 아님 너무 재밌어서 시간가는줄 몰랐다
호빗: 다섯 군대 전투,17577383,10,모든 해리포터 시리즈보다 재밌었다반지의 제왕은 세계관이 없다면 조금 어려울수있는 반면 세계관을 몰라도 재밌게 볼수있음
행복 목욕탕,17577382,10,보는 내내 울면서 참 행복했어요
미드나이트,17577381,8,"용산 CGV에서 5:15 영화보고 왔는데~ 감독님,진기주님, 위하준님, 박훈님이 영화본후 무대인사하러 와주셨는데~  진기주님 연기최고! 마지막쯤에 눈물이... 실제는 진심 사랑스럽고 귀여우셔~!! 너무예뻐요♡ 위하준님 어깨깡패~실물깡패 완전 존잘! 연기 미쳤나봐요~ 눈빛으로 압살!!! 섹시한 살인마(?)ㅋㅋ박훈님 사이다 연기~ 우리오빠였으면... ㄷㅈㄱ싫음 옷갈아입을게요...ㅋㅋㅋ무대인사에서 영화에서 다소 아쉬웠던 점은 200자 원고지 50장 분량으로 그것도 영어로 써서 등기로 붙이라고ㅋㅋㅋ 입담최고!!! 빵터졌어요~~ㅎ 배우님들 달리는 장면은 진짜 나도 모르게 주먹을 꽉 쥐고 봤던거 같아요...가끔 고구마 먹은 기분이들어서... 그거빼곤 모든 배우분들이 연기를 너무 잘해주셔서 몰입감은 최고였어요 시간 가는줄 몰랐어요~ 개인적으로 결말이 조금은 아쉬운 부분이 있었지만, 잘봤다~는 기분이 들었습니다~!!!"
제8일의 밤,17577380,1,용두사미도 아니고... 광고는 그렇게 하고서 이런 스릴러도 공포도 아닌..;;
미드나이트,17577379,1,진짜 이렇게 고구마스토리를 아직도 만드는 영화가 있다는게 놀라울 정도
미드나이트,17577378,1,감독이 실력이 없으면 그냥 메가폰 놓아라 이걸 영화라고 만들었냐?이배우들가지고 이정도밖에 못만든건  감독의 100프로 자질 부족이야
발신제한,17577377,6,조우진은 OOO게 맞았다
아수라,17577376,9,이거 1~3점 준애들은 진짜 알바같은거 아니냐..? 재밌게 봤는데 이름 그대로 마지막에 아수라장되고
우리는 매일매일,17577375,10,"우리는 매일매일 Us, Day by Day"
제8일의 밤,17577374,1,배우들이 아깝네요. 감독 스스로도 망작인거 알고있었을것 같네요.
반도,17577373,2,말도 안되는 이유로 암걸리는 캐릭좀 넣지마라 쫌!!!개연성이 있기라도 하던가 이미 물려서 좀비화된 모자 안구했다고 저 ㅈㄹ한다고?
우리는 매일매일,17577372,10,"항상 두렵다. 남들이 안일하게 선택하는 길로 떠나는 사람들이 보이고, 평균값에 도달하기 위해 확신없이 떠나는 사람들, 문제를 보지못한채 눈감고 귀닫고 입막고 사는 사람들, 나와 함께 하다 두려움에 떠나는 사람들 모두. 하지만 우리 좀 더 나를 위해, 두려움을 떨치고 살아가요. 더 나은 삶을 위해, 더 나은 우리를 위해"
발신제한,17577371,2,너무재미없어요..보면서먹은 알새우칩만 맛있었다는..
크루엘라,17577369,10,너무 재밌어용... 멋있어용...
미드나이트,17577368,10,진짜 최근에 이렇게 스릴있는 영화 못봤는데 정말 잘 만들어진 영화인듯.적절한 케릭터 설정도 있었고 우리 사회의 문제도 생각해 볼 수있었으며 지루한 타임 없이 처음부터 끝까지 지루할 틈이 없었다. 진짜 짱인 영화
크루엘라,17577367,10,너므 잼나게 봤어요... 나오는 옷들이 다 너무 멋지고 포퍼먼스도 너무 좋앗네요... 입어보고싶은옷들이 진짜 많더라구요...연기도 넘 좋앗어요
킬러의 보디가드 2,17577366,7,1편이 낫다
발신제한,17577365,2,집에서 냇플릭스 보는 게 나을듯
남자가 사랑할 때,17577364,9,기억이란 사랑보다 더 슬퍼
발신제한,17577363,10,"조우진님 연기가 진짜 대박입니다,,와 진짜 몰입감 장난 아니에요!!!말로 표현 할 수 없으니 그냥 보세요 꼭"
킬러의 보디가드 2,17577362,10,전작보다 재미있기가 힘든데 그걸 해냈다
미드나이트,17577361,10,경찰서 씬 답답해서 감독 인터뷰 찾아봤는데 2013년에 파출소 칼부림 살인사건이 모티브였다네...억지라고 생각했는데 완전 현실 고증이었음...
제8일의 밤,17577360,6,그저그럼 평점 1점짜린 아니고 걍 영화다 정도임
새콤달콤,17577359,10,재밌게 봤습니다. 두사람의 연애가 박살 난 이유는 비정규직의 삶 때문이 아닐까요? 남자도 여자도 모두 피해자인 현실
킬러의 보디가드 2,17577358,1,개노잼너무 뻔한 스토리
월드 인베이젼,17577356,10,미국뽕이 어쩌고 다필요없고 영환데 재밌으면 그만이지 개재밌다. 2011년작 치고 CG가 막 어설프다는 생각도 들지도 않았고 배우들 연기 잘하고 전투씬도 너무 재밌게 봤다.
경계선,17577357,10,음...아름다운영화이무니다
모노노케 히메,17577355,10,
미드나이트,17577353,10,
킬러의 보디가드 2,17577352,10,재밌어요 여주인공 특히 멋지고 재밌어요
제8일의 밤,17577351,6,창석이만 빠졌으면 재밌었을텐데 개암걸ㄹㅣ네 진짜 ㅋㅋ
킬러의 보디가드 2,17577350,7,재밌었어요 타임킬링으로 좋아요
캐시트럭,17577348,1,포인트 할인받고 8800원 내고 주말에 온가족이 모여서 드럽게 재미없게 봤습니다감독 8800대 맞고 싶냐 개연성 드럽게 없네
해운대,17577347,10,난이거보고30분동안울음어어엉…
바람의 검심 최종장: 더 파이널,17577346,10,어렸을때라 기억이 가물가물한데 극장판인가 켄신이 카오루랑 같이 죽으면서 얼굴에 십자흉터 사라지는거 개슬펐는데....
내 남자친구의 결혼식,17577345,1,역대급 노잼임 장면 하나하나가 발암
발신제한,17577344,6,스릴과 전개는 무난한데 은근히 몰입할만하다
늑대의 유혹,17577343,10,전 오글거리는거 좋아해서 그런지 재미있었어요!!꽃보다남자 상속자들도 재밌게 본 사람.. ost도 추억폴폴
발신제한,17577342,4,볼까말까 고민하시는 분들.. 고민만 하세요.
크루엘라,17577340,10,
크루엘라,17577339,10,그냥 너무 잼기당~짱 잼기당~꼭보세요
콰이어트 플레이스 2,17577338,8,결말이 좀...허무하네요
집으로 가는 길,17577337,10,
미드나이트,17577336,10,너무 재밌게 잘 봤어요 진기주 배우님 연기 .. 대박입니다.. ??
미드나이트,17577335,2,드럽게 재미없네.돈. 아깝다
제8일의 밤,17577334,10,정말 재밋게봣는데 평점이 왜이러지..
제8일의 밤,17577333,4,어느 스님이 저렇게 쩝쩝 호로록 소리내며 먹음??
제8일의 밤,17577332,1,이정도로 재미없는영화는 정말 오랜만입니다
발신제한,17577331,10,조우진님 다시 보게 됨 처음부터 몰입!!! 와우...후연기자들 다 연기 잘합니다 리스풱!!!!
센과 치히로의 행방불명,17577329,10,진짜 감히 완벽하다고 할 수 있는 영화
컨저링 3: 악마가 시켰다,17577330,10,이거 안무섭다는 애들은 요실금이 벌써와서 계속 지리고 살다 보니 그게 더무서운거임 역시 한국인
파파로티,17577328,10,
제8일의 밤,17577327,10,"몰입도 있고,  철학적임.단순 공포영화라고 생각하고 봤는데만족스러웠음. 생각하면서 보면 더 재미있는 영화인듯."
미드나이트,17577326,8,배우들 연기력은 넘 좋은데 역시 경찰들 무능력은 짜증나네요..배우들 연기 때문에 잼나게 봤네요
미드나이트,17577325,10,몰입감 엄청난 영화ㄷㄷ 보다 보니 끝나있음..
발신제한,17577324,2,개연성 제로 진짜 말이안되는 억지전개
미드나이트,17577323,2,영화관에서 왜 도중에 나가는지 알겠네.. 반이나 본 내가 레전드
미드나이트,17577322,1,여자애가 실종됐는데 경찰들은 순찰도 안돌고 청각장애있는 여자가 칼들고 남자가르키는데 남자가 동생이라고 했다고 숨어있는여자를 찾아서 남자앞에 가져다 받치고 결국 늦게늦게 출동한 경찰은 민간인을 그냥 총으로쏘나...? 관객들 일부로 화나게 하려고 만드신 영환가...청각장애인분들이 일상생활하시기 힘드시다는 뜻은 담겨있는 것 같은데... 이건 그냥 우리나라 경찰의 무능함과 악인은 지치지않는 체력과 건강을 가지고있다 라는것만 보여주는것같네요
자산어보,17577321,10,아쉽다. 무척 좋은 영화인데 요즘 사람들이 잘 모르는거 같아 아쉽다.
건축학개론,17577320,10,두번째봐도 눈물나는 영화
제8일의 밤,17577319,1,태어나서 이런 쓰레기 영화는 처음봄
인 더 하이츠,17577318,2,2시간이 이렇게 길었는지 빨리 끝나기만을 바랬던 영화. 어색한 배우들의 연기 + 촌스러운 CG = 최악 디즈니 하이스쿨 뮤지컬이 더 평점 높을듯
제8일의 밤,17577317,10,연기 연출 다 좋은데요~좋은영화 감사^^
크루엘라,17577316,10,이영화를보고 보신탕을 다시 먹게됬습니다
제8일의 밤,17577315,2,시간 가는줄모르고 잣다~
솔트,17577314,6,"안젤리나 졸리의 액션, 마지막 수갑으로 죽이는 씬은 정말..bb"
발신제한,17577313,8,킬링타임용이긴함..순식간에 바뀌냐 악역이
노매드랜드,17577312,10,"오랜만에 좋은 영화.. 상실, 잃어버린 공허함을 사람들 속에서 찾을수없어 떠돌지만 또 사람에게 치유받는.. 그리고 노후준비를 철저히해야겠다는 다짐"
미드나이트,17577311,10,위하준이 정말 연기를 잘하고 진기주도 잘함.. 연기는 정말 좋음
아웃포스트,17577310,10,"진심 진정한 평화는 수많은 영웅들의 피로 지켜지는 것이며 지금 이 대한민국에서 이렇게 살 수 있다는 것에 한국전쟁의 영웅들에게 감사를 표한다. 그리고, 나라를 위해 목숨 받치고 희생한 군인들이 합당한 존경을 받을 수 있는 날이 속히 오길 바란다."
파이프라인,17577309,2,이런 평점사기꾼들ㅜㅜ
발신제한,17577308,1,개꿀잼이에요 꼭보세요후회안합니다
서울의 지붕 밑,17577307,10,이영화는 한국고전영화 유툽채널에서 볼수있어요
제8일의 밤,17577306,2,예고편보다 못한 본편임
새콤달콤,17577305,2,아니 이게 영화에요?;;; 간호사 이미지 뭣같이 만들어놓고 내용도 쓰레기같고 에휴 킬링타임용도 아깝네요
제8일의 밤,17577304,10,기대없이 접했다가 간만에 재미지게 잘봤습니다.
날씨의 아이,17577303,10,너무 재밌습니다. 스토리 짱!
콰이어트 플레이스 2,17577302,10,1보다 더 재밌어요 스릴넘침괴물 ㅈ 같이 생겨서 진짜 짜증남 ㅜ
발신제한,17577301,10,가슴이 웅장해지고 스릴.스토리이 탄탄해서 예상도 못할만큼 재밌었음
괴물,17577300,10,인생 영화????????
제8일의 밤,17577299,4,부처도 처리하지 못한 엄청난 존재를 한자적은 도끼로 찍어서 물리치는건 너무 어이없지 않나? 무녀의 비밀도 그렇고 대단하게 묘사한 것들이 알고보면 너무 하찮아서 너무 싱겁다 그에반해 과도하게 웅장한 음악
미드나이트,17577298,10,"진기주, 위하준 연기 좋았고 스토리 구성도 좋은 스릴러 무비 ㅎㅍㅎ"
남산의 부장들,17577297,10,마지막을 달려갈수록 연출과 연기의 텐션이 미쳤다
제8일의 밤,17577296,2,"무서울줄 알았는데 그렇지도 않고, .연기는 좋지만 재미가.."
우리의 20세기,17577295,8,
미드나이트,17577294,6,딱 박평식 말이 맞다 ㅇㅇ킬링타임용
분노의 질주: 더 세븐,17577293,9,시리즈의 절정과 아름다운 이별
발신제한,17577292,6,만원 내고 제네시스 광고 보고 옴
인 더 하이츠,17577291,10,왜 평이 좋지 않은지 모르겠어요행복했습니다?? 다시 또 보고 싶은 영화 음악 연출 스토리 ??
발신제한,17577290,1,제네시스 광고를 돈주고 2시간동안 봤습니다gv80 좋은차죠 ㅋㅋ
포레스트 검프,17577289,10,최고의 영화. 이게 영화지
더 넌,17577288,10,"컨저링,인시디어스,애나벨 등 시리즈 통틀어서 제일 재미있고 인상적으로 봤다. 다시 보고 싶을 정도. 평점이 좀 낮은 듯한 느낌. 기분 나쁜 공포가 아니라 맘에 들고 휘몰아치는 연출이 좋음."
퍼펙트맨,17577286,7,소재와 스토리는 흔하지만 재미는 있다
블러드 다이아몬드,17577285,10,"디카프리오 연기 그리워서 봤다가, 아프리카의 아픈현실도 알게되었음. 한국에서 태어난게 얼마나 감사한지.."
제8일의 밤,17577284,1,이 영화를 다 본 내가 미스터리임와….하……ㅋ
제8일의 밤,17577284,1,이 영화를 다 본 내가 미스터리임와….하……ㅋ
루카,17577283,6,디즈니 맞나 싶은…느낌…
제8일의 밤,17577282,1,클레멘타인이 이겼다….
제8일의 밤,17577281,1,감독이 너무 많은 걸 넣고 싶다가 개망한게 아닌가 싶음 공포도 아니야 재미도 감동도 없고 뭘 말하고 싶은지 모르겠네시작은 창대하나 끝은...경 용두사미. 뱀꼬리도 아니고 지렁이임
제8일의 밤,17577280,1,감독판 따로 있는건가요? 진짜 좋은 배우들 데려다가 왜 4류 영화로 만들죠?
제8일의 밤,17577279,10,여기 무슨 영화평론가들만 있나요? 충분히 재밌습니다. 꼭 보세요.
라이더스 오브 저스티스,17577277,10,정말 잘만든 영화! 최고다.
우리는 매일매일,17577278,10,오늘 보고 왔습니다~ 어떻게 살아야 할까 이렇게 사는게 맞는 걸까라는 고민을 하고 있다면 이 영화를 보시길.
우리는 매일매일,17577276,10,용기 한가득 얻고 갑니다 감사해요 연대할게요
크루엘라,17577275,10,저는 솔직히 이영화는 진짜 전체 관람으로 연령대를 봐꺼도될것같아요 일단 옷이 너무특히하고 제꿈도디자이너라서더욱더인상 깊었어요 너무인상깊어요
제8일의 밤,17577274,3,그래서 처녀보살집에있는 얼굴에 부적붙여놓은 사람은 정체가뭡니까
낫아웃,17577273,8,돈 없는 자의 비참한 현실을 적나라하게 보여주는 것 같네요. 돈 없으면 운동선수 하기 힘든 우리나라 현실이 아주 잘 반영되어 있는 것 같습니다.
미드나이트,17577272,9,긴장감 있고 끝까지 재미있었던ㅎㅎ
콰이어트 플레이스 2,17577271,1,1을 안봐서 그런지 모르겠지만 우선 스토리 개연성이 너무 떨어지고요 진심 스릴러 영화보다가 졸기는 쉽지않은데 중반부분에 잘뻔했습니다.네이버 평점 보고 믿고 보러 갔는데 다들 댓글알바인건지 제가 이상한건지 모르겠지만 진짜 세상이 저빼고 다 거짓말 치고 있다는 느낌을 받았어요.돈주고는 못볼정도가 아니라 돈줘도 안볼것 같은 영화네요
스파이의 아내,17577270,6,일본에서 저런 스토리로 영화 가능하다니! 두 남주가 국가 앞에서 고멘나사이 하며 반성할 줄 알았다.
빛나는 순간,17577269,10,"재밌게 잘봤어요...연기가 특히나 너무 좋았고, 제주도는 아름답군요!!"
크루엘라,17577268,10,남자가 봐도 대박ㅇㅅㅇ
침묵,17577267,10,으휴…어휴…이런 뻔한 한국영화가 싫어서 안본지 몇년이 됐는데 오랜만에 보니까 레알 한국인을 위한 영화인건지 내가 늙어서 그런지 넘 재밌게 봤다 오랜만에 꿀잼 핵잼
데블스 에드버킷,17577266,10,24년전 영화라니~ 엄청난 영화다알파치노 연기력은 소름돋고~ 샤를리즈의 아름다움이 감동을 더한다
메이드 인 루프탑,17577263,9,꿀잼!!!  엠마스톤변신 대박!
메이드 인 루프탑,17577263,9,꿀잼!!!  엠마스톤변신 대박!
작은 아씨들,17577262,7,남자가 보기엔 좀...그럭저럭
졸업반,17577261,10,평점 실화냐ㅋㅋㅋ 한녀들 몰려왔나
콰이어트 플레이스 2,17577260,2,아니 평점 및 리뷰 보고 갔는데 13000원 증발…
엑스트레모,17577259,4,스페인판 지루한 아저씨.
컨저링 3: 악마가 시켰다,17577258,9,역시 봐도봐도 깜놀.. 무서웠어요
우리는 매일매일,17577257,10,돈 안드는거 세상에서 제일 잘 하시는분들이 또 테러하시네요
제8일의 밤,17577256,10,재밌는데 왜구래...
우리는 매일매일,17577255,10,죽지않고 살아줘서 감사한 페미니스트들에게
발신제한,17577254,4,추격신도 그렇고 긴장감도 그닥이네요.그냥 딱 집에서 킬링타임용으로 ㅠㅠ
제8일의 밤,17577253,6,"넷플릭스에 포스터 화면으로 교복 입은 여학생 스틸이 올라와 있고 예고편에서도 인상적이어서 봤는데, 영화 중 제일 기괴하게 느낌이 남는 신이긴 했는데 전반적으로 연출이 별로인 느낌. 소재는 괜찮은데, 연출이 아쉽네요. 영화 전체에서 그 교복 입은 여학생은 좀 소름 끼쳤고, 영화 초반에 모텔에 있는 여자, 그리고 처녀보살, 이렇게 세 인물이 등장신은 짧은데 인상 깊네요."
화이 : 괴물을 삼킨 아이,17577252,1,진심..거지같다..초반 좀 볼만한듯 하더니이게 뭐냐...
제8일의 밤,17577251,4,너무 재미없네요 넷플릭스 분발하세요
우리의 20세기,17577250,10,"병맥주 한병들고 나도 이 영화속으로 들어가 의자에 앉아서 나의 이야기를 , 그들의 이야기를 듣고 싶다고 느낀 영화였다 .   담백한듯 보이나 담백하지 않은   영화 .    최고다 !"
제8일의 밤,17577249,1,이 영화 멀 하려는 걸까?
제8일의 밤,17577248,10,참신하고 전통적 오컬트와 잘믹스된 듯해서 재밌었어요. 오컬트와 샤머니즘을 잘 이해못하는 사람들에겐 좀 어렵게 다가왔을듯
콰이어트 플레이스 2,17577247,10,에밀리 최고! ~!♡♡♡
도희야,17577246,10,진짜 최고의 영화였습니다. 너무 좋았어요.
자산어보,17577245,8,잘만들지  않았느냐?  코로나 아니었으면 백만이 볼 영화다
제8일의 밤,17577244,6,시간 때우기용  으로  최고임  그냥   그냥임   부처애기가  좀  허구같아요
루카,17577243,10,똥 싸는게 재미있어요.0.0.0
파이프라인,17577242,1,팝콘이 아까움   보다보다 중간탈출
제8일의 밤,17577241,4,생각보다 나쁘지 않음 생각한것 보단.
드림 스캐너,17577240,2,주제는 좋으나 정말 못만든 영화
인 더 하이츠,17577239,6,영화의 10분의 9가 노래임...
미드나이트,17577238,2,고구마. 100만개 입니다배우들 연기는 짱인데 ㅠㅜ 배우들이 너무 짠하내요
제8일의 밤,17577237,4,초반에 보다 진짜 잤음 그리고 마지막에 누가 죽었는지 모르겠음
어니스트 씨프,17577236,10,개연성따지는애들은 대체 영화를 왜보는거? 대놓고 개연성없게 만든영화 한테 개연성없다고 뭐라하네
괴기맨숀,17577235,2,진짜 댓글알바들 극혐이다 절대보지마세용ㅎㅎ 돈보다 시간이 더아까움
크루엘라,17577234,10,뻔하지 않은 소재에서 나오는 신선함
제8일의 밤,17577231,8,배우들의 연기력이 매우 뛰어나  몰입하였음
우리는 매일매일,17577230,10,매일 100%가 아니어도 괜찮다. 때로는 가라앉더라도 잠시 멈추고 싶더라도 우리는 매일매일 헤엄치고 있으니까 그걸로 충분하다.
트랜센던스,17577229,10,대박~~~!!!!//
미드나이트,17577228,8,배우들 연기는 존나잘해요. 그래서 몰입도 오져요 진짜. 제가 다무서움 ㄹㅇ. 근데 영화가 혼자보긴좀 그렇고 친구랑 같이 보면 좋은영화입니다.  질질끄는느낌이 있어서 친구랑 안떠들면서 보면 존나 답답할거같긴해요. 한국인이라면 아실거에요. 저는 친구랑 같이봣는데 영화관 안에 사람이 없어서 떠들면서 봤어요ㅎㅎ 떠들어서 봐도 좀 답답하던데 그냥 혼자보면 노답일거같긴합니다. 근데 배우분들 연기가 좋아서 몰입도 미칩니다. 제가 다 무서워요. (여기부터 스포 조금있어요) 근데 마지막부분 연쇄살인범을 경찰들이 총으로 죽이는데 왜 총이 나오는지 이해가안갔어요. 그리고 끝나는데 참.. 뭔가 똥싸다가 만느낌? 솔직히 우리나라 총 잘못쏘는 국가고 그런 국가에서 사니깐 마지막 총쏴서 살인범이 죽는 모습이 좀 그렇긴햇어요. 솔직히 전기충격기 쏘거나 해서 뉴스로 연쇄살인범을 드디어 붙잡았습니다 이러고 감옥간 연쇄살인범 모습이 딱 있고 그랬으면 더 좋았을거같아요. 나쁘진않았던거같아요.
인 더 하이츠,17577227,5,볼거리랑 들을거리는 있는데이게 무슨 내용이지..런닝타임음 엄청 긴데 기억에 남는 장면이 없음..뜬금없이 이야기들 파티..
더 스파이,17577226,10,홀린듯이 봤다. 배우들의 연기도 훌륭하고 스토리도 탄탄하다. 하지만 자극적이진 않아서 지루하게 느껴질 수도 있다.
발신제한,17577225,8,재밌어요 볼만해용
발신제한,17577224,10,나름 감동 있어요끝이   좀    맘에 안듬.
제8일의 밤,17577223,10,흥미위주의 쫄깃함을 원한다면 다소 실망스러울수 있지만 저는 꽤 괜찮게 감상했습니다. 소재나 전하고자 하는 메시지도 좋았고 배우들 연기도 좋았네요. 이런 장르의 영화가 좀더 많아지길 바라며 응원의 마음으로 10점 드립니다!!
우리는 매일매일,17577222,10,좋은영화입니다 감사합니다
크루엘라,17577221,6,엠마스톤 연기가 난 좀 별로였고 조커와 마찬가지로 왜 그렇게까지 흑화했는지 그 과정이 이해가 잘 안 감
제8일의 밤,17577220,10,저는 재미있게 봤습니다
사라진 시간,17577219,1,화가납니다너무너무
우리는 매일매일,17577218,10,이런 소재의 다큐가 많이 나왔으면 좋겠어요.
제8일의 밤,17577217,2,아.   재미는 없고 그래서 뭐?  뭔가 하려는거같긴한데 하는건 없고 . 반전? 흥미진진 긴장감 제로 .. 궁금해서 보긴했는데  약간 사라진시간
발신제한,17577216,1,Gv80 홍보영화 진짜보지마
미드나이트,17577215,1,세상 재미없는 고구마 영화보지마세요ㅜㅜ
우리는 매일매일,17577214,10,좋은 영화예요. 꼭 한번쯤 다들 봐야 하는 영화.
연평해전,17577212,10,잊지 않겠습니다. 감사합니다. 명복을 빕니다
연평해전,17577213,10,잊지 않겠습니다. 감사합니다. 명복을 빕니다
제8일의 밤,17577211,10,오랜만에 좋은영화 본것 같습니다 정말오랜만에
우리는 매일매일,17577210,10,유익한 영화 감사합니다
제8일의 밤,17577209,1,역시 한국 영화 믿거 절대 보지 마시길
우리는 매일매일,17577208,10,
달마야 놀자,17577207,10,명작중의 진짜명작이때의 대한민국의 감성과특유의 풀어내림이 대단하다한번 봐서는 모르는 간지가 있다
크루엘라,17577206,10,딱히 기대는 안하고 들어갔는데 엠마 스톤의 연기가 진짜 대단했고 다른 연기자들의 연기와 유머등 다양하게 끌리는 부분이 있는 영화였다 촬영 구도라든가 많은 명장면들이 있었고 명작으로 남을 영화다
셔터,17577205,1,굉장히 무섭다고 해서 봤는데  보다 껐네요. 어느 지점이 무서운 건지
콰이어트 플레이스 2,17577204,6,개인적으로 생각보다 좀 재미없었어여ㅠㅠ
1987,17577203,10,평점을 안줄수 없다
루카,17577202,10,
어른들은 몰라요,17577201,1,
타이타닉,17577200,10,말이 필요할까... 이걸 이제야 본 내가 너무 안타깝기도 하면서 승자라고 생각되는 영화! 처음 봤을 때 느꼈던 감동을 한 번만 더 느껴보고 싶다.
신세계,17577199,10,지금 다시봐도 여전히 재밌는 영화!황정민 박성웅 이정재 연기가 최고임!
배드 사마리안,17577198,10,와 재밌어요 시간가는줄 모르고봤네요
제8일의 밤,17577197,8,전 느낌 괜찮았는데요? 더 자극적이지 않고 이정도선의 영화도 보기에 괜찮은거 같아요 김유정의 새로운 발견.. 뭔가 청초하고 신비로운 느낌 맘에 드네요.
제8일의 밤,17577196,2,감독이 무능한건지  영화가 갈길을 잃음.불교 철학으로 멱살잡고 영화끌고가고 박해준씨는 없어도 되는 케릭터로 만들고 영화제목은 의미없어지고  배우들이 아까움
컨저링 3: 악마가 시켰다,17577194,2,"그냥 커플 나올 때부터 작품이랑 안 어울려서 깼는데, 좀비 뚱땡이 나올 때는 한숨이 나오고, 돌로 악령 대가리 쳐서 피날 때는 어처구니가 없더라. 이게 무슨 공포냐? 그냥 범죄 스릴러 좀비영화지. 컨저링1 돌려내라. 차라리 인형이 더 낫다. 어우"
제8일의 밤,17577193,2,스토리도 복잡하고 그나마 연기력은 나쁘지않았음 전체적으로 음향이 영화를 망쳤다고 봅니다 배경에 깔린 음향이 어찌나큰지 배우들 대사가 안들립니다 다시 보고싶은생각 일도안들어요
제8일의 밤,17577192,2,내가 한국 호로영화 보지를 말랬잖아 븅순들아. 영화 안보고 평점준다 난. 왜냐. 한국 호로영화들의 미래는 정해져있거든.
크루엘라,17577191,10,진짜 너무 재밌어요 안보면 후회함 ㄹㅈㄷ 유ㅏ진빠 충격받음
미드나이트,17577189,3,그나마 여주인공 연기가 좋아서 3점 준다 말도안되는 억지스런상황 구성 연출 모든게 엉망
다크 앤드 위키드,17577190,6,떡밥 회수 못하는 공포영화 질색...
8인의 수상한 신사들,17577188,8,킬링타임용으로 볼만한 영화야쿠자 시대의 종말과 그 시대와 현 시대를 적절히 풍자한 것이 관람 포인트그나저나 키타노도 늙었다...
미드나이트,17577187,2,달리고~달리고~달리고오~
제8일의 밤,17577186,8,청석 캐릭터가 정이 안가서 초반엔 그저 그랬는데 후반부에 떡밥회수도 나름 괜찮아서 킬링타임용으론 괜찮게 봤어요~!
제8일의 밤,17577185,1,"리얼이 d급, 염력이 b급이면 이 영화는 c급이다. 그나마 귀신 들린 여고생이 살려낸 듯 하네.. +++이성민배우님 안목이 진짜 대단한게 스토리가 재미는 없어도 본인 연기 장점 부각 시킬 수 있는 배역은 잘 찾아내는듯... 진짜 코믹영화를 제외한 어지간한 한국 영화 전부 재밌게 보는데... 이 영화는 뭔가 전부 애매하네요... 성공한 영화들 플랫폼 전부 가져와서 붙여놨는데 애매하고 어색함만이 가득한..."
콰이어트 플레이스 2,17577184,3,역대급 노잼이고 너무 졸려요 친구랑 둘이 봤는데 둘다 끝나고서 재미없다고 하더라고요… 돈 아까움
미드나이트,17577183,6,딱 현실경찰답다 ㅋㅋㅋㄲ
빛나는 순간,17577182,10,"제주를 더 자세히 들여다보고 싶어지는 영화. 멀게 느껴졌던 제주 해녀의 일상과 문화를 볼 수 있어 좋았고, 고두심, 지현우 두 주연 배우의 연기가 좋았다. 영화를 보고 나면 보말죽이 먹고 싶어진다. 50-70대로 보이는 관객들도 꾀 보이시던데 간만에 엄마 영화 보려드려야겠다."
크루엘라,17577181,10,영상미도 있고 스토리도 너무 재밌었어요
발신제한,17577180,2,발신제한=관람제한.
아미 오브 더 데드,17577179,2,팀 출발 준비할때 발암캐들 등장하는 순간 어찌 흘러갈지 눈에 선하더라. 집어쳐.
아이 씨 유,17577178,7,계속되는 반전 재미는 있다.
제8일의 밤,17577177,2,이런 좋은 배우를 두고 전설의고향인지 써프라이즈인지 이렇게 만들어버린 이감독도 ㄷㅐ단하네요 킹덤보다도 긴장감 없음 안무서움 재밌을법한소재로 ㅡㅡ 이렇게만들다니 별점 한개도아까움 배우가 아깝네요 감독의 중요성을 느끼게 하는 영화? 다음편은 안나오기를 ..
크루엘라,17577176,10,재밌어서 두번봤어요
콰이어트 플레이스 2,17577175,8,분명 끝났는데 끝난거 같지 않은 이 찝찝한 느낌.. 3 나올 것 같습니다
기생충,17577174,10,영화보다 오랜만에 지리므
노팅 힐,17577173,10,이 영화보고나서 행복하다는 생각이 들었어요!!
미드나이트,17577172,5,배우의 연기는  좋았지만 억지로 질질 끄는 느낌을 받았고 내용이 너무 진부했어요.
분노의 질주: 더 얼티메이트,17577171,1,스토리도난잡하고 분노의질주가아니라 공상과학영화보는줄ㅡㅡ
